Artwork_Title,date,name,nationality,birth_date,death_date,dimensions_inch,medium,credit_line,object_no,description,image_url
"Fort Corcoran, Arlington Heights, Va.",0,Alfred Thompson,British,1840,1895,7 1/4 x 9 7/8,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.50,,http://emuseum.huntington.org/internal/media/dispatcher/18069/resize:format$003dfull
"Fort D. A. Russell W.T. from the South-East, September, 1869",1869,Joseph Basil Girard,American,1846,1918,6 1/2 x 9 3/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. J. E. Hemphill",89.3.6,,http://emuseum.huntington.org/internal/media/dispatcher/20061/resize:format$003dfull
"Fort D.A. Russell W.T. from the North-East, July, 1869",1869,Joseph Basil Girard,American,1846,1918,5 3/16 x 9 1/8,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. J. E. Hemphill",89.3.4,,http://emuseum.huntington.org/internal/media/dispatcher/20059/resize:format$003dfull
"Fort D.A. Russell, Wyoming in 1869 Seen from the North-East December 8, 1909",1909,Joseph Basil Girard,American,1846,1918,4 3/4 x 8 5/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. J. E. Hemphill",89.3.76,,http://emuseum.huntington.org/internal/media/dispatcher/20131/resize:format$003dfull
"Fort Davis Texas in 1880, June 10, 1908",1908,Joseph Basil Girard,American,1846,1918,5 5/16 x 8 3/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.61,,http://emuseum.huntington.org/internal/media/dispatcher/20116/resize:format$003dfull
"Fort Davis Texas in 1880, June 13, 1908",1908,Joseph Basil Girard,American,1846,1918,5 3/16 x 8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.62,,http://emuseum.huntington.org/internal/media/dispatcher/20117/resize:format$003dfull
"Fort Davis, Texas in 1880, February 14, 1910",1910,Joseph Basil Girard,American,1846,1918,5 x 7 5/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.86,,http://emuseum.huntington.org/internal/media/dispatcher/20141/resize:format$003dfull
"Fort Fetterman W.F. from the South-East, November 1869",1869,Joseph Basil Girard,American,1846,1918,5 3/8 x 9 9/16,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. J. E. Hemphill",89.3.9,,http://emuseum.huntington.org/internal/media/dispatcher/20064/resize:format$003dfull
"Fort Fetterman, Wyoming in 1869, Dec. 13, 1909",1909,Joseph Basil Girard,American,1846,1918,5 15/16 x 8 3/4,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. J. E. Hemphill",89.3.77,,http://emuseum.huntington.org/internal/media/dispatcher/20132/resize:format$003dfull
"Fort Fetterman, Wyoming in 1869, Nov. 4, 1908",1908,Joseph Basil Girard,American,1846,1918,5 1/4 x 8 5/16,watercolor on paper mounted on brown paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. J. E. Hemphill",89.3.64,,http://emuseum.huntington.org/internal/media/dispatcher/20119/resize:format$003dfull
"Fort Fred Steele W.T. from the North-East, July, 1870",1870,Joseph Basil Girard,American,1846,1918,6 3/16 x 9 3/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. J. E. Hemphill",89.3.10,,http://emuseum.huntington.org/internal/media/dispatcher/20065/resize:format$003dfull
"Fort Fred Steele W.T. from the North-West, September, 1870",1870,Joseph Basil Girard,American,1846,1918,6 13/16 x 9 7/16,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. J. E. Hemphill",89.3.13,,http://emuseum.huntington.org/internal/media/dispatcher/20068/resize:format$003dfull
"Fort Fred Steele Wy. on the Platte River, Dec. 29, 1909",1909,Joseph Basil Girard,American,1846,1918,5 15/16 x 9 1/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. J. E. Hemphill",89.3.80,,http://emuseum.huntington.org/internal/media/dispatcher/20135/resize:format$003dfull
"Fort Fred Steele, Wyoming in 1870, Dec. 3, 1909",1909,Joseph Basil Girard,American,1846,1918,5 3/16 x 8 7/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. J. E. Hemphill",89.3.78,,http://emuseum.huntington.org/internal/media/dispatcher/20133/resize:format$003dfull
"Fort Fred Steele, Wyoming in 1870, Dec., 3. 1909",1909,Joseph Basil Girard,American,1846,1918,5 15/16 x 8 9/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. J. E. Hemphill",89.3.75,,http://emuseum.huntington.org/internal/media/dispatcher/20130/resize:format$003dfull
"Fort Fred Steele, Wyoming in 1870, December 19, 1910",1910,Joseph Basil Girard,American,1846,1918,5 5/16 x 8 9/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. J. E. Hemphill",89.3.96,,http://emuseum.huntington.org/internal/media/dispatcher/20151/resize:format$003dfull
"Fort Fred Steele, Wyoming in 1890, Nov. 16, 1908",1908,Joseph Basil Girard,American,1846,1918,6 x 9,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.66,,http://emuseum.huntington.org/internal/media/dispatcher/20121/resize:format$003dfull
"Fort Garry in 1871, October 29, 1890",1890,Joseph Basil Girard,American,1846,1918,4 1/8 x 6 1/4,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. J. E. Hemphill",89.3.37,,http://emuseum.huntington.org/internal/media/dispatcher/20092/resize:format$003dfull
"Fort Grant, Arizona in 1882, February 19, 1910",1910,Joseph Basil Girard,American,1846,1918,5 3/4 x 8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.87,,http://emuseum.huntington.org/internal/media/dispatcher/20142/resize:format$003dfull
"Fort Sanders W.T. from the South-West, August, 1869",1869,Joseph Basil Girard,American,1846,1918,5 x 9 3/16,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. J. E. Hemphill",89.3.5,,http://emuseum.huntington.org/internal/media/dispatcher/20060/resize:format$003dfull
"Fort Santiago, Manila - Santa Barbara Bastion, Dec. 28, 1908",1908,Joseph Basil Girard,American,1846,1918,5 5/8 x 7 11/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.67,,http://emuseum.huntington.org/internal/media/dispatcher/20122/resize:format$003dfull
"Fort Wayne, Mich. in 1877 Water Front, November 4, 1910",1910,Joseph Basil Girard,American,1846,1918,5 x 8 3/8,watercolor on paper mounted on brown paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. J. E. Hemphill",89.3.92,,http://emuseum.huntington.org/internal/media/dispatcher/20147/resize:format$003dfull
"Fort Wayne, Michigan Enterance in 1877, November 9, 1910",1910,Joseph Basil Girard,American,1846,1918,4 1/16 x 5 5/16,watercolor on paper mounted,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. J. E. Hemphill",89.3.93,,http://emuseum.huntington.org/internal/media/dispatcher/20148/resize:format$003dfull
"Fort Yuma in 1876, December 9, 1910",1910,Joseph Basil Girard,American,1846,1918,5 x 7,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. J. E. Hemphill",89.3.95,,http://emuseum.huntington.org/internal/media/dispatcher/20150/resize:format$003dfull
"Fort Yuma in 1876, May 20, 1908",1908,Joseph Basil Girard,American,1846,1918,5 5/16 x 7 1/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.60,,http://emuseum.huntington.org/internal/media/dispatcher/20115/resize:format$003dfull
Fountain,1885,Christian Jorgensen,American,1860,1935,9 1/4 x 14 9/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",67.65.10,,http://emuseum.huntington.org/internal/media/dispatcher/27916/resize:format$003dfull
Four Eyes,1921,Guy P猫ne Du Bois,American,1884,1958,14 5/8 x 12 1/8,watercolor and ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Art Collectors' Council",95.9,,http://emuseum.huntington.org/internal/media/dispatcher/20853/resize:format$003dfull
Four Groupings of Trees,0,Joseph Basil Girard,American,1846,1918,5 3/8 x 7 3/16,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.105,,http://emuseum.huntington.org/internal/media/dispatcher/20160/resize:format$003dfull
Four Trees on a Hill,0,Joseph Basil Girard,American,1846,1918,5 3/8 x 7 3/16,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.106,,http://emuseum.huntington.org/internal/media/dispatcher/20161/resize:format$003dfull
Fox Family in Burrow with Large Fox Approaching Holding Rabbit in its Mounth,0,Joseph Basil Girard,American,1846,1918,6 3/4 x 8 7/8,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.113,,http://emuseum.huntington.org/internal/media/dispatcher/20168/resize:format$003dfull
Fran莽oise Holding a Little Dog,1906,Mary Cassatt,American,1844,1926,26 7/8 x 22 3/4,pastel on paper,"The Huntington Library, Art Collections, and Botanical Gardens.
Arabella Huntington Memorial Collection",26.124,,http://emuseum.huntington.org/internal/media/dispatcher/220/resize:format$003dfull
From a Photo of Lincoln Taken in 1864,1931,E. A. Burbank,American,1858,1949,15 x 10 1/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Adelaide Bray.",87.61.8,,http://emuseum.huntington.org/internal/media/dispatcher/22328/resize:format$003dfull
Fruit Seller,1951,John Mackie Falconer,American,1820,1903,7 1/2 x 9 3/4,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.20,,http://emuseum.huntington.org/internal/media/dispatcher/16309/resize:format$003dfull
Games,1860,John Gadsby Chapman,American,1808,1889,,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.32,,http://emuseum.huntington.org/internal/media/dispatcher/18053/resize:format$003dfull
Garlic,1983,Joe Price,American,1935,0,sheet: 5 3/4 x 10 1/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Gift of Joe Price and M. Lee Stone Fine Prints",2011.6.5,,http://emuseum.huntington.org/internal/media/dispatcher/30372/resize:format$003dfull
Garlic,1983,Joe Price,American,1935,0,sheet: 5 3/4 x 10 1/4,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Gift of Joe Price and M. Lee Stone Fine Prints",2011.6.6,,http://emuseum.huntington.org/internal/media/dispatcher/30373/resize:format$003dfull
"General Sigel's Corps at the Second Battle of Bull Run, August 29, 1862",0,William F. Davenport,American,0,0,8 1/2 x 14,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.94.1,,http://emuseum.huntington.org/internal/media/dispatcher/20457/resize:format$003dfull
"General View of Yosemite, from Summit of Cloud's Rest",1871,James David Smillie,American,1833,1909,9 x 6 1/4,graphite heightened with Chinese white on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",92.22.17,,http://emuseum.huntington.org/internal/media/dispatcher/28316/resize:format$003dfull
Gesturing Figure,1945,Francis de Erdely,American,1904,1959,9 3/8 x 7 7/8,gouache,"The Huntington Library, Art Collections, and Botanical Gardens. Edward W. and Julia B. Bodman Collection",72.62.167,,http://emuseum.huntington.org/internal/media/dispatcher/16115/resize:format$003dfull
Gibralter,1860,Samuel Colman,American,1832,1920,12 x 10 1/4,graphite heightened with white on brown paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.42.2,,http://emuseum.huntington.org/internal/media/dispatcher/18029/resize:format$003dfull
Girl,0,John Whitworth Robson,American,1881,1946,10 1/2 x 5 1/16,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Gift of Rory Ferguson",2006.13.2,,http://emuseum.huntington.org/internal/media/dispatcher/27846/resize:format$003dfull
Girl in Bronx Park,1931,Alexander Zerdin Kruse,American,1890,1972,23 1/2 x 18,charcoal on brown paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Kruse family trust",97.11.3,,http://emuseum.huntington.org/internal/media/dispatcher/28323/resize:format$003dfull
Girvenae [?] for Lisa,1924,Charles Erskine Wood,American,1852,1944,8 5/16 x 12 1/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.7,,http://emuseum.huntington.org/internal/media/dispatcher/16132/resize:format$003dfull
Gloucester Cathedral,0,Joseph Pennell,American,1866,1926,20 7/8 x 19 1/2,"brush and black ink heightened with white, and pencil on gray paper","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.58,,http://emuseum.huntington.org/internal/media/dispatcher/18037/resize:format$003dfull
God Bless...A Journal of Our Times,1941,Don Freeman,American,1908,1978,13 15/16 x 10 1/4,watercolor and ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",2011.4.15,,http://emuseum.huntington.org/internal/media/dispatcher/30271/resize:format$003dfull
"Golden Gate Park, S.F., Calif.",1931,E. A. Burbank,American,1858,1949,9 3/16 x 10 3/16,colored pencil on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Adelaide Bray.",87.61.11,,http://emuseum.huntington.org/internal/media/dispatcher/22332/resize:format$003dfull
"Golding Gorge, upper Potomac",0,Charles Lanman,American,1819,1895,7 1/2 x 9 1/8,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.48,,http://emuseum.huntington.org/internal/media/dispatcher/18067/resize:format$003dfull
"Gorge of the Merced, from Glacier Point Trail",1871,James David Smillie,American,1833,1909,9 x 6 1/4,graphite heightened with Chinese white on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",92.22.18,,http://emuseum.huntington.org/internal/media/dispatcher/28317/resize:format$003dfull
Granite Rocks by the Sea,1888,Aaron Draper Shattuck,American,1832,1928,12 x 15,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.37,,http://emuseum.huntington.org/internal/media/dispatcher/18025/resize:format$003dfull
Grasmere,1856,John Frederick Kensett,American,1816,1872,9 3/4 x 13 3/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.10.4,,http://emuseum.huntington.org/internal/media/dispatcher/16197/resize:format$003dfull
Gravesend Bay,1921,Alexander Zerdin Kruse,American,1890,1972,17 x 20 1/2,red chalk on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",98.18,,http://emuseum.huntington.org/internal/media/dispatcher/28328/resize:format$003dfull
"Grill Room, Century Club",0,Charles A. Vanderhoof,American,1853,1918,14 5/8 x 17 5/8,pen and black ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.97,,http://emuseum.huntington.org/internal/media/dispatcher/20454/resize:format$003dfull
Group of Trees,1946,E. A. Burbank,American,1858,1949,10 1/16 x 10 1/8,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Adelaide Bray.",87.61.7,,http://emuseum.huntington.org/internal/media/dispatcher/22327/resize:format$003dfull
Gunboats Entering Savannah River Above Ft. Pulaski; Loss of Steamer Winfield Scott,0,Theodore Russell Davis,American,1840,1894,8 x 9,graphite and gray wash heightened with white on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.109,,http://emuseum.huntington.org/internal/media/dispatcher/18105/resize:format$003dfull
"Hailing a Passing Ship, Gibralter",0,Henry Reuterdahl,American,1871,1925,15 x 20,gouache en grisaille on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.72,,http://emuseum.huntington.org/internal/media/dispatcher/18043/resize:format$003dfull
Half-Dome,1871,James David Smillie,American,1833,1909,9 x 6 1/4,graphite heightened with Chinese white on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",92.22.19,,http://emuseum.huntington.org/internal/media/dispatcher/28318/resize:format$003dfull
"Half-Dome, from the Merced River",1871,James David Smillie,American,1833,1909,9 x 6 1/4,graphite heightened with Chinese white on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",92.22.1,,http://emuseum.huntington.org/internal/media/dispatcher/28299/resize:format$003dfull
Hammerstein Theater,0,Alexander Zerdin Kruse,American,1890,1972,14 x 16 1/4,charcoal on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of the Kruse family Trust",97.42.1,,http://emuseum.huntington.org/internal/media/dispatcher/28326/resize:format$003dfull
Hanging Garden,1892,Harry Fenn,American,1838,1911,10 1/4 x 18,pen and black ink on paper laid on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.49,,http://emuseum.huntington.org/internal/media/dispatcher/18032/resize:format$003dfull
Happy Days No Smog,1955,Don Freeman,American,1908,1978,11 13/16 x 8 3/4,"ink, graphite, crayon, and gouache on paper","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",2011.4.13,,http://emuseum.huntington.org/internal/media/dispatcher/30269/resize:format$003dfull
Harbor Scene,1893,Charles Erskine Wood,American,1852,1944,6 11/16 x 9 15/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.40,,http://emuseum.huntington.org/internal/media/dispatcher/16157/resize:format$003dfull
Harbor Scene,0,Charles Erskine Wood,American,1852,1944,5 5/8 x 10 5/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.56,,http://emuseum.huntington.org/internal/media/dispatcher/16168/resize:format$003dfull
Harbor Scene,0,Charles Erskine Wood,American,1852,1944,5 11/16 x 10 5/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.57,,http://emuseum.huntington.org/internal/media/dispatcher/16169/resize:format$003dfull
Harbor Scene in Blow,1760,John Greenwood,American,1727,1792,7 x 9 1/2,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.26,,http://emuseum.huntington.org/internal/media/dispatcher/16332/resize:format$003dfull
Harry Wickey Listening to Music,1949,Cecil Crosley Bell,American,1906,1970,11 x 17,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",2011.4.22,,http://emuseum.huntington.org/internal/media/dispatcher/30273/resize:format$003dfull
Head of Italian Fisherman,1884,Christian Jorgensen,American,1860,1935,17 x 13 5/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",67.65.44,,http://emuseum.huntington.org/internal/media/dispatcher/27935/resize:format$003dfull
"Headquarters, Army of the Potomac",0,Edwin James Meeker,American,1853,1936,9 1/2 x 16,pen and black ink on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.99,,http://emuseum.huntington.org/internal/media/dispatcher/18097/resize:format$003dfull
Home Relief Case,1930,Don Freeman,American,1908,1978,11 x 10 1/16,"litho crayon, black ink, and charcoal on paper","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",2011.4.12,,http://emuseum.huntington.org/internal/media/dispatcher/30268/resize:format$003dfull
Home Relief Inspector #2,1937,Don Freeman,American,1908,1978,9 7/8 x 9 13/16,charcoal on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",2011.4.11,,http://emuseum.huntington.org/internal/media/dispatcher/30267/resize:format$003dfull
Home Relief Investigator,1933,Don Freeman,American,1908,1978,11 1/16 x 9 1/2,"crayon, ink wash, charcoal, and graphite on paper","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",2011.4.10,,http://emuseum.huntington.org/internal/media/dispatcher/30266/resize:format$003dfull
Homeless Man with a Police Officer,0,W. H. Gallaway,American,1879,1910,13 x 13 3/8,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",2005.25.15,,http://emuseum.huntington.org/internal/media/dispatcher/28009/resize:format$003dfull
Horse Racing - Yosemite,1871,James David Smillie,American,1833,1909,9 x 6 1/4,graphite heightened with Chinese white on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",92.22.13,,http://emuseum.huntington.org/internal/media/dispatcher/28312/resize:format$003dfull
Horse Racing in Yosemite,1871,James David Smillie,American,1833,1909,9 x 6 1/4,graphite heightened with Chinese white on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",92.22.20,,http://emuseum.huntington.org/internal/media/dispatcher/28319/resize:format$003dfull
"House at Water's Edge, August 27, 1890",1890,Joseph Basil Girard,American,1846,1918,3 9/16 x 8 9/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.28,,http://emuseum.huntington.org/internal/media/dispatcher/20083/resize:format$003dfull
"House at Water's Edge, September 15, 1890",1890,Joseph Basil Girard,American,1846,1918,4 11/16 x 6 3/4,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.31,,http://emuseum.huntington.org/internal/media/dispatcher/20086/resize:format$003dfull
House by a River with Bridge,0,Joseph Basil Girard,American,1846,1918,5 7/16 x 8 13/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Jane Hemphill",89.3.120,,http://emuseum.huntington.org/internal/media/dispatcher/20175/resize:format$003dfull
House on River with a Woman with Basket Walking Along Path,0,Joseph Basil Girard,American,1846,1918,6 13/16 x 8 15/16,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.114,,http://emuseum.huntington.org/internal/media/dispatcher/20169/resize:format$003dfull
Hunter,0,B. Baker,American,0,0,14 1/2 x 16,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",2005.25.22,,http://emuseum.huntington.org/internal/media/dispatcher/28016/resize:format$003dfull
Huntsman with Rifle,1845,John Frederick Kensett,American,1816,1872,11 1/2 x 8 1/2,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. 
Gift of Michael St. Clair and Paul M. Jones through the Courtesy of Babcock Galleries, New York",91.265,,http://emuseum.huntington.org/internal/media/dispatcher/16338/resize:format$003dfull
Huntsman with Rifle,1845,John Frederick Kensett,American,1816,1872,11 1/2 x 8 1/2,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. 
Gift of Michael St. Clair and Paul M. Jones through the Courtesy of Babcock Galleries, New York",91.277,,http://emuseum.huntington.org/internal/media/dispatcher/16379/resize:format$003dfull
"I'd Hate to Fall Under Your Spell, Mr. Shoaf",0,James Thurber,American,1894,1961,8 1/2 x 11,pen and black ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.66,,http://emuseum.huntington.org/internal/media/dispatcher/16248/resize:format$003dfull
Ice Harvesting,0,T. Dart Walker,American,1850,1914,12 7/8 x 19 3/8,"brush, black ink, gouache, graphite and Chinese white on board","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.50,,http://emuseum.huntington.org/internal/media/dispatcher/18033/resize:format$003dfull
Immodesty of the Sheath Skirt is Repellant to American Women,1908,Orson Lowell,American,1871,1956,21 x 31 1/4,black ink on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.61,,http://emuseum.huntington.org/internal/media/dispatcher/27982/resize:format$003dfull
In the C茫nada-Queretaro,1885,Christian Jorgensen,American,1860,1935,9 3/4 x 14 9/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",67.65.16,,http://emuseum.huntington.org/internal/media/dispatcher/27922/resize:format$003dfull
"Indian Teepees Near the Yakima Reservation, Washington",1890,Charles Erskine Wood,American,1852,1944,6 15/16 x 9 13/16,watercolor and graphite on paper laid on cardboard,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.38,,http://emuseum.huntington.org/internal/media/dispatcher/16154/resize:format$003dfull
Indians Making Canoes (Montagnais Indians),1895,Winslow Homer,American,1836,1910,14 x 20,watercolor,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of the Virginia Steele Scott Foundation",83.8.24,,http://emuseum.huntington.org/internal/media/dispatcher/724/resize:format$003dfull
Indians Making Chemuck,1871,James David Smillie,American,1833,1909,9 x 6 1/4,graphite heightened with Chinese white on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",92.22.12,,http://emuseum.huntington.org/internal/media/dispatcher/28311/resize:format$003dfull
"Infanta, Souvenir of Velasquez",1899,William Merritt Chase,American,1849,1916,11 1/8 x 7 3/8,black ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.56,,http://emuseum.huntington.org/internal/media/dispatcher/16245/resize:format$003dfull
"Interchange of the Shot on the Mississippi, Between Fort Wood K'y, X three",0,Alexander Simplot,American,1837,1914,4 3/8 x 10,graphite on brown paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.95,,http://emuseum.huntington.org/internal/media/dispatcher/18095/resize:format$003dfull
"Jedburgh Abbey, Scotland, Febuary 20, 1908",1908,Joseph Basil Girard,American,1846,1918,5 9/16 x 7 3/16,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.56,,http://emuseum.huntington.org/internal/media/dispatcher/20111/resize:format$003dfull
John L. Norton,1797,Charles Balthazar Julien Fevret de Saint-M茅min,French,1770,1852,19 1/2 x 14,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Frederick C. Overbury",47.2,,http://emuseum.huntington.org/internal/media/dispatcher/27954/resize:format$003dfull
John Sloan's Art Class,0,Alexander Zerdin Kruse,American,1890,1972,18 1/4 x 24 1/4,charcoal,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mr. and Mrs. Benedict Kruse",99.47.1,,http://emuseum.huntington.org/internal/media/dispatcher/28329/resize:format$003dfull
Jus On'ly Gwin' Long,0,Theodore Russell Davis,American,1840,1894,7 3/4 x 11 9/16,graphite and ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.43,,http://emuseum.huntington.org/internal/media/dispatcher/18059/resize:format$003dfull
