birthYear,image-URL,collection,type,url,title,nationality,when-acquired,dimensions,birthPlaceCity,artistName,credit,deathYear
1914,http://www.sfmoma.org/images/artwork/medium/2001.402_01_e02.jpg,SFMOMA,design object,http://www.sfmoma.org/explore/collection/artwork/104256,Vase,American,2001,15.24 cm x 10.16 cm x 10.16 cm,Vallejo,"Harrison McIntosh, Designer",Gift of Marguerite and Harrison McIntosh,0
1931,,,photograph,http://www.sfmoma.org/explore/collection/artwork/48381,"1957 GY-9, Chicago #1/10",American,0,25.4 cm x 20.32 cm,Milwaukee,Ray K. Metzker,Collection of the Sack Photographic Trust,0
1931,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12862,72-GI-27,American,1981,26.67 cm x 19.05 cm,Milwaukee,Ray K. Metzker,Purchase,0
1931,,,photograph,http://www.sfmoma.org/explore/collection/artwork/48378,Boy in the Street,American,0,20.32 cm x 25.4 cm,Milwaukee,Ray K. Metzker,Collection of the Sack Photographic Trust,0
1931,,,photograph,http://www.sfmoma.org/explore/collection/artwork/48379,City Whispers (people on sidewalk; dramatic lighting),American,0,29.69 cm x 44.29 cm,Milwaukee,Ray K. Metzker,Collection of the Sack Photographic Trust,0
1931,,,photograph,http://www.sfmoma.org/explore/collection/artwork/48380,New Mexico (sprinkler on lawn),American,0,30.96 cm x 42.23 cm,Milwaukee,Ray K. Metzker,Collection of the Sack Photographic Trust,0
1935,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12876,Boda en Coyoac�n (Wedding in Coyoacan),"Mexican, born Spain",1985,20.32 cm x 30.48 cm,Madrid,Pedro Meyer,Fund of the '80s purchase,0
1935,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12884,Con Dios y con el diablo (With God and with the Devil),"Mexican, born Spain",1985,20.32 cm x 30.48 cm,Madrid,Pedro Meyer,Fund of the 80s purchase,0
1935,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12868,Con la virgen a cuestas (Carrying the Virgin),"Mexican, born Spain",1985,20.32 cm x 30.48 cm,Madrid,Pedro Meyer,Fund of the '80s purchase,0
1935,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12874,Convento (Convent),"Mexican, born Spain",1985,30.48 cm x 20.32 cm,Madrid,Pedro Meyer,Fund of the '80s purchase,0
1935,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12870,El Conchero,"Mexican, born Spain",1985,20.32 cm x 30.32 cm,Madrid,Pedro Meyer,Fund of the 80s purchase,0
1935,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12867,El guardaespladas del Obispo,"Mexican, born Spain",1985,20.48 cm x 30.48 cm,Madrid,Pedro Meyer,Fund of the 80s purchase,0
1935,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12887,El guerrillero herido (The Wounded Soldier),"Mexican, born Spain",1985,20.32 cm x 30.48 cm,Madrid,Pedro Meyer,Fund of the 80s purchase,0
1935,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12871,El sol y los reyes (The Sun and the Kings),"Mexican, born Spain",1985,20.32 cm x 30.64 cm,Madrid,Pedro Meyer,Fund of the '80s purchase,0
1935,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12881,Frutos del mar (Fruits of the Sea),"Mexican, born Spain",1985,30.32 cm x 20.16 cm,Madrid,Pedro Meyer,Fund of the '80s purchase,0
1935,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12875,La anunciacion de Graciela (The Annunciation of Graciela),"Mexican, born Spain",1985,20.48 cm x 30.48 cm,Madrid,Pedro Meyer,Fund of the '80s purchase,0
1935,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12883,La dama del lunar y sus amigas (The Lady of the Mole and Her Friends),"Mexican, born Spain",1985,20.32 cm x 30.48 cm,Madrid,Pedro Meyer,Fund of the '80s purchase,0
1935,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12873,La doble m�scara de Ocumichu (The Double Mask of Ocumichu),"Mexican, born Spain",1985,20.32 cm x 30.48 cm,Madrid,Pedro Meyer,Fund of the '80s purchase,0
1935,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12880,La iguanera,"Mexican, born Spain",1985,30.32 cm x 20.16 cm,Madrid,Pedro Meyer,Fund of the 80s purchase,0
1935,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12879,La Mirada,"Mexican, born Spain",1985,20.32 cm x 30.48 cm,Madrid,Pedro Meyer,Fund of the 80s purchase,0
1935,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12878,La se�ora y sus sirvientes (The Lady and Her Servants),"Mexican, born Spain",1985,27.94 cm x 35.56 cm,Madrid,Pedro Meyer,Fund of the '80s purchase,0
1935,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12882,La virgen arrinconada,"Mexican, born Spain",1985,30.32 cm x 20.32 cm,Madrid,Pedro Meyer,Fund of the 80s purchase,0
1935,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12866,Los Diez mandamientos,"Mexican, born Spain",1985,20.32 cm x 30.48 cm,Madrid,Pedro Meyer,Fund of the 80s purchase,0
1935,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12872,Miercoles de ceniza (Ash Wednesday),"Mexican, born Spain",1985,20.32 cm x 30.48 cm,Madrid,Pedro Meyer,Fund of the 80s purchase,0
1935,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12885,Nicho de San Juan de Ulua,"Mexican, born Spain",1985,22.54 cm x 24.45 cm,Madrid,Pedro Meyer,Fund of the 80s purchase,0
1935,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12869,Que venga Jesus,"Mexican, born Spain",1985,20.32 cm x 30.48 cm,Madrid,Pedro Meyer,Fund of the 80s purchase,0
1935,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12886,Somaoza destruido (Somaoza Destroyed),"Mexican, born Spain",1985,20.32 cm x 30.48 cm,Madrid,Pedro Meyer,Fund of the 80s purchase,0
1935,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12877,Tabiques,"Mexican, born Spain",1985,30.48 cm x 20.32 cm,Madrid,Pedro Meyer,Fund of the 80s purchase,0
1935,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12865,Tramoyas en el templo,"Mexican, born Spain",1985,20.32 cm x 30.48 cm,Madrid,Pedro Meyer,Fund of the 80s purchase,0
1917,,SFMOMA,painting,http://www.sfmoma.org/explore/collection/artwork/3430,Orfeo,Mexican,1952,80.34 cm x 60.02 cm,Ixtapalapa,Guillermo Meza,"William L. Gerstle Collection, William L. Gerstle Fund purchase",1997
1932,http://www.sfmoma.org/images/artwork/medium/84.152.jpg,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12918,Claes Oldenburg,American,1984,13.02 cm x 19.21 cm,McKeesport,Duane Michals,Fund of the 80s purchase,0
1932,http://www.sfmoma.org/images/artwork/medium/84.58.H_01_b02.jpg,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12916,Things Are Queer,American,1984,12.86 cm x 17.94 cm,McKeesport,Duane Michals,Gift of Marcia Weisman,0
1932,http://www.sfmoma.org/images/artwork/medium/84.58.F_01_b02.jpg,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12914,Things Are Queer,American,1984,12.86 cm x 17.94 cm,McKeesport,Duane Michals,Gift of Marcia Weisman,0
1932,http://www.sfmoma.org/images/artwork/medium/84.58.G_01_b02.jpg,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12915,Things Are Queer,American,1984,12.86 cm x 17.94 cm,McKeesport,Duane Michals,Gift of Marcia Weisman,0
1932,http://www.sfmoma.org/images/artwork/medium/84.58.I_01_b02.jpg,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12917,Things Are Queer,American,1984,12.86 cm x 17.94 cm,McKeesport,Duane Michals,Gift of Marcia Weisman,0
1932,http://www.sfmoma.org/images/artwork/medium/84.58.A_01_b02.jpg,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12909,Things are Queer,American,1984,13.12 cm x 17.94 cm,McKeesport,Duane Michals,Gift of Marcia Weisman,0
1932,http://www.sfmoma.org/images/artwork/medium/84.58.B_01_b02.jpg,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12910,Things are Queer,American,1984,12.86 cm x 17.94 cm,McKeesport,Duane Michals,Gift of Marcia Weisman,0
1932,http://www.sfmoma.org/images/artwork/medium/84.58.D_01_b02.jpg,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12912,Things are Queer,American,1984,12.86 cm x 17.94 cm,McKeesport,Duane Michals,Gift of Marcia Weisman,0
1932,http://www.sfmoma.org/images/artwork/medium/84.58.E_01_b02.jpg,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12913,Things are Queer,American,1984,12.86 cm x 17.94 cm,McKeesport,Duane Michals,Gift of Marcia Weisman,0
1932,http://www.sfmoma.org/images/artwork/medium/84.58.C_01_b02.jpg,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12911,Things are Queer,American,1984,12.86 cm x 17.94 cm,McKeesport,Duane Michals,Gift of Marcia Weisman,0
1973,http://www.sfmoma.org/images/artwork/medium/2010.37_01_b02.jpg,SFMOMA,design object,http://www.sfmoma.org/explore/collection/artwork/134796,"Commemorative 5 Euro coin, the ""Architecture Fiver""",Belgian,2010,0.32 cm x 3.3 cm x 3.33 cm,Geel,Stani Michiels,Gift of David Meckel,0
1909,,,photograph,http://www.sfmoma.org/explore/collection/artwork/48383,Hyde Park,"American, born Germany",0,25.72 cm x 32.07 cm,Oppelsbohm,Hansel Mieth,Collection of the Sack Photographic Trust,1998
1909,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/7586,Outstretched Hands,"American, born Germany",1991,25.72 cm x 33.5 cm,Oppelsbohm,Hansel Mieth,Members of Foto Forum purchase,1998
1967,,SFMOMA,printed material,http://www.sfmoma.org/explore/collection/artwork/100093,"Ryuichi Sakamoto, Cinemage Packaging",British,2000,12.38 cm x 14.29 cm x 0.79 cm,,Giles Dunn,Gift of Giles Dunn,0
1967,,SFMOMA,printed material,http://www.sfmoma.org/explore/collection/artwork/100092,"Ryuichi Sakamoto, Love is the Devil Packaging",British,2000,12.7 cm x 14.61 cm x 0.32 cm,,Giles Dunn,Gift of Giles Dunn,0
1967,,SFMOMA,printed material,http://www.sfmoma.org/explore/collection/artwork/100095,"Ryuichi Sakamoto, Love is the Devil Poster",British,2000,61.28 cm x 45.72 cm,,Giles Dunn,Gift of Giles Dunn,0
1892,http://www.sfmoma.org/images/artwork/medium/90.24_01_b02.jpg,SFMOMA,architectural drawing,http://www.sfmoma.org/explore/collection/artwork/6150,"Bird's-eye view of the proposed airport at China Basin, San Francisco",American,1990,36.83 cm x 51.44 cm,San Francisco,Timothy L. Pflueger,Accessions Committee Fund purchase,1946
0,http://www.sfmoma.org/images/artwork/medium/90.32.2_01_b02.jpg,SFMOMA,architectural drawing,http://www.sfmoma.org/explore/collection/artwork/6270,Perspective sketch for a skyscraper,American,1990,74.93 cm x 30.64 cm,Frederickton,James R. Miller,Purchase through a gift of Agnes Bourne,0
1907,http://www.sfmoma.org/images/artwork/medium/ST1998.0334_01_b02.jpg,,photograph,http://www.sfmoma.org/explore/collection/artwork/48384,"Walkway, Paris",American,0,22.86 cm x 29.53 cm,Poughkeepsie,Lee Miller,Collection of the Sack Photographic Trust,1977
1918,http://www.sfmoma.org/images/artwork/medium/94.289_01_b02.jpg,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/9243,"Cottonpickers Living in Car, Los Banos, California",American,1994,14.61 cm x 21.27 cm,Chicago,Wayne F. Miller,Gift of the artist,0
1918,http://www.sfmoma.org/images/artwork/medium/2001.191_01_g03.jpg,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/104597,Father and Son at Lake Michigan,American,2001,33.02 cm x 26.67 cm,Chicago,Wayne F. Miller,Accessions Committee Fund purchase,0
1955,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/124827,"Untitled, from the series Gloom",Korean,2007,34.29 cm x 31.12 cm,Seoul,Byung-Hun Min,Anonymous Donors' Challenge Fund,0
1955,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/124830,"Untitled, from the series Gloom",Korean,2007,34.29 cm x 30.8 cm,Seoul,Byung-Hun Min,Anonymous Donors' Challenge Fund,0
1955,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/124831,"Untitled, from the series Snowland",Korean,2007,41.12 cm x 46.2 cm,Seoul,Byung-Hun Min,Anonymous Donors' Challenge Fund,0
1893,,SFMOMA,print,http://www.sfmoma.org/explore/collection/artwork/4402,For Pasadena,Spanish,2012,63.5 cm x 48.26 cm,Barcelona,Joan Mir�,Bequest of Alfred M. Esberg,1983
1893,http://www.sfmoma.org/images/artwork/medium/64.58_01_l02.jpg,SFMOMA,painting,http://www.sfmoma.org/explore/collection/artwork/229,L' aube parfum�e par la pluie d'or (Dawn Perfumed by a Shower of Gold),Spanish,1964,107.95 cm x 54.29 cm,Barcelona,Joan Mir�,Gift of Wilbur D. May,1983
1893,http://www.sfmoma.org/images/artwork/medium/80.428_01_d02.jpg,SFMOMA,painting,http://www.sfmoma.org/explore/collection/artwork/227,Peinture (Painting) [formerly Dark Brown and White Oval],Spanish,1980,73.34 cm x 92.08 cm,Barcelona,Joan Mir�,Gift of Joseph M. Bransten in memory of Ellen Hart Bransten,1983
1962,,SFMOMA,drawing,http://www.sfmoma.org/explore/collection/artwork/18630,Ce Soir,American,1997,67.31 cm x 49.21 cm,Oakland,Peter Mitchell-Dayton,Society for the Encouragement of Contemporary Art Fund purchase,0
1962,,SFMOMA,drawing,http://www.sfmoma.org/explore/collection/artwork/18631,Private Sunset,American,1997,48.9 cm x 67.31 cm,Oakland,Peter Mitchell-Dayton,Society for the Encouragement of Contemporary Art Fund purchase,0
1935,,SFMOMA,painting,http://www.sfmoma.org/explore/collection/artwork/3433,"Big Medicine, from the Rocky Mountain series",American,1983,243.84 cm x 182.88 cm x 3.81 cm,Kalopa,George Miyasaki,Gift of Stephen and Connie Wirtz,0
1901,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/7792,Feet: Wall Street,"American, born Austria",1989,26.35 cm x 34.13 cm,Vienna,Lisette Model,"Accessions Committee Fund: gift of Susan and Robert Green, Evelyn and Walter Haas, Jr., Phyllis and Stuart Moldaw, and Thomas W. Weisel",1983
1901,,,photograph,http://www.sfmoma.org/explore/collection/artwork/48385,Fifth Avenue,"American, born Austria",0,34.45 cm x 27.46 cm,Vienna,Lisette Model,Collection of the Sack Photographic Trust,1983
1901,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12967,"Promenade des Anglais, Nice","American, born Austria",1984,28.89 cm x 23.18 cm,Vienna,Lisette Model,Fund of the 80s purchase,1983
1901,,,photograph,http://www.sfmoma.org/explore/collection/artwork/48386,Reflections (New York),"American, born Austria",0,34.29 cm x 26.67 cm,Vienna,Lisette Model,Collection of the Sack Photographic Trust,1983
1901,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/12968,Untitled (New York City),"American, born Austria",1986,34.13 cm x 26.19 cm,Vienna,Lisette Model,Byron R. Meyer Fund purchase,1983
1896,http://www.sfmoma.org/images/artwork/medium/ST1998.0337.jpg,,photograph,http://www.sfmoma.org/explore/collection/artwork/48387,"Convent of Tepotzotl�n, Mexico","American, born Italy",0,11.75 cm x 9.21 cm,Udine,Tina Modotti,Collection of the Sack Photographic Trust,1942
1896,http://www.sfmoma.org/images/artwork/medium/PST0977_small_ema.jpg,,photograph,http://www.sfmoma.org/explore/collection/artwork/127463,Judas,"American, born Italy",0,23.81 cm x 17.78 cm,Udine,Tina Modotti,Collection of the Sack Photographic Trust,1942
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.144.A-C_01_b04.jpg,SFMOMA,letter and envelope,http://www.sfmoma.org/explore/collection/artwork/107083,Letter and Postcard from Tina Modotti to Rose and Marionne Richey,"American, born Italy",2001,,Udine,Tina Modotti,"Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.165.A-B_01_b04.jpg,SFMOMA,letter and envelope,http://www.sfmoma.org/explore/collection/artwork/107166,Letter from Tina Modotti to Rose and Marionne Richey,"American, born Italy",2001,,Udine,Tina Modotti,"Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942
1896,,SFMOMA,letter,http://www.sfmoma.org/explore/collection/artwork/106890,Letter from Tina Modotti to Rose and Marionne Richey,"American, born Italy",2001,,Udine,Tina Modotti,"Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942
1886,http://www.sfmoma.org/images/artwork/medium/2001.88.278.A-B_01_b04.jpg,SFMOMA,note and envelope,http://www.sfmoma.org/explore/collection/artwork/106791,Note from Edward Weston to Marion de Richey,American,2001,,Highland Park,Edward Weston,"Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1958
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.270_01_b02.jpg,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/107165,Tina Modotti and Edward Weston,"American, born Italy",2001,5.72 cm x 8.26 cm,Udine,Tina Modotti,"Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.41.JPG,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/106195,"Unitled [""Market scene - Xochimilco""]","American, born Italy",2001,7.62 cm x 10 cm,Udine,Tina Modotti,"Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.83_01_f03.jpg,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/106237,Untitled (Four Women Doing Laundry),"American, born Italy",2001,7.46 cm x 10.16 cm,Udine,Tina Modotti,"Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.94_01_b02.jpg,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/106248,Untitled (Man with Box of Plants on His Head),"American, born Italy",2001,8.57 cm x 7.14 cm,Udine,Tina Modotti,"Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.111_01_b02.jpg,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/106265,Untitled (Popular Festival in a Town near Tehuan),"American, born Italy",2001,7.78 cm x 10.32 cm,Udine,Tina Modotti,"Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.99_01_b02.jpg,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/106253,Untitled (Portrait of Benvenuto Modotti),"American, born Italy",2001,8.57 cm x 9.68 cm,Udine,Tina Modotti,"Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942
1896,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/106254,Untitled (Portrait of Rose Richey at Abraham Gonz�lez Street Apartment),"American, born Italy",2001,,Udine,Tina Modotti,"Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.115_01_b02.jpg,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/106269,Untitled (Two Barefoot Boys with Baskets),"American, born Italy",2001,9.21 cm x 6.03 cm,Udine,Tina Modotti,"Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.118_01_b02.jpg,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/106272,Untitled (Village Street),"American, born Italy",2001,10 cm x 7.62 cm,Udine,Tina Modotti,"Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.121_01_g03.jpg,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/106275,Untitled (Woman Carrying Load of Wood),"American, born Italy",2001,9.84 cm x 7.46 cm,Udine,Tina Modotti,"Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.124_01_b02.jpg,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/106278,Untitled (Woman Lifting Skirt with Basket on Head),"American, born Italy",2001,8.89 cm x 7.94 cm,Udine,Tina Modotti,"Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.1_01_b02.jpg,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/106155,"Untitled [""1st of May Manifestation - Labor Day - Taken from a balcony of the National Palace""]","American, born Italy",2001,7.46 cm x 10.16 cm,Udine,Tina Modotti,"Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.2_01_b02.jpg,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/106156,"Untitled [""A bakery boy in a little town carrying bread in that basket to sell""]","American, born Italy",2001,9.84 cm x 7.46 cm,Udine,Tina Modotti,"Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.6_01_b02.jpg,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/106160,"Untitled [""A popular festival in a town near Tehuantepec""]","American, born Italy",2001,7.62 cm x 10.16 cm,Udine,Tina Modotti,"Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.8_01_b02.jpg,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/106162,"Untitled [""A stall in the Alameda selling Indian wares""]","American, born Italy",2001,10.16 cm x 7.94 cm,Udine,Tina Modotti,"Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.9_01_b02.jpg,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/106163,"Untitled [""A toy stand during the Easter holidays in the Alameda'']","American, born Italy",2001,7.46 cm x 8.41 cm,Udine,Tina Modotti,"Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.10_01_b02.jpg,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/106164,"Untitled [""An aqueduct built at the time of the Spanish conquest""]","American, born Italy",2001,7.62 cm x 10 cm,Udine,Tina Modotti,"Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.13.JPG,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/106167,"Untitled [""Chair made by indians for their own use""]","American, born Italy",2001,9.05 cm x 7.3 cm,Udine,Tina Modotti,"Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.14_01_b02.jpg,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/106168,"Untitled [""Costume from Tehuantepec""]","American, born Italy",2001,8.89 cm x 6.35 cm,Udine,Tina Modotti,"Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942
1896,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/106169,"Untitled [""Cuernavaca""]","American, born Italy",2001,7.62 cm x 10.16 cm,Udine,Tina Modotti,"Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942
1896,,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/106173,"Untitled [""Demonstration in favour of Obregon the day he arrived in the capital - two days before being murdered.""]","American, born Italy",2001,7.62 cm x 10.16 cm,Udine,Tina Modotti,"Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942
1896,http://www.sfmoma.org/images/artwork/medium/2001.88.20_small_ema.jpg,SFMOMA,photograph,http://www.sfmoma.org/explore/collection/artwork/106174,"Untitled [""Detail of altar in catholic church""]","American, born Italy",2001,10 cm x 6.99 cm,Udine,Tina Modotti,"Purchase through a gift of�the Art Supporting Foundation, John ""Launny"" Steffens,�Sandra Lloyd, Shawn and Brook Byers,�Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1942
